
**================== PSO Parameters Used ==================**
seed1:20402
seed2:545
dimension : 25
num_particles: 50
max_num_iterations per run allowed: 500
maxRun for multi-run PSO: 10
total wall-clock time: 47.000000
best rmse : 0.822159

**================= Optimal Model Parameters =================**
5000.000000
2.225784
-2372.233073
5000.000000
0.064357
0.000000
4.000000
7.000000
12655.994092
3.504197
7177.227956
0.000000
0.848487
1.999997
4.000000
9.000000
4999.992501
2.281844
8288.759830
9545.439988
1.999997
0.316026
5.000000
10.000000
-0.282205

**================= DFT Energy and Fitted Energy =================**
3.288620	1.950000	2.913679	2.687009	3.105246	4.448340
3.336594	2.000000	2.963679	2.736668	0.385994	0.762251
3.432715	2.100000	3.063679	2.836021	-3.731421	-4.360643
3.529052	2.200000	3.163679	2.935418	-6.489670	-7.430095
3.625588	2.300000	3.263679	3.034855	-8.262641	-9.183641
3.722306	2.400000	3.363679	3.134328	-9.335351	-10.079827
3.819193	2.500000	3.463679	3.233833	-9.915668	-10.412071
3.916237	2.600000	3.563679	3.333368	-10.145486	-10.373039
4.013426	2.700000	3.663679	3.432929	-10.136182	-10.092048
4.110750	2.800000	3.763679	3.532516	-9.958420	-9.657419
4.305765	3.000000	3.963679	3.731755	-9.314820	-8.552946
4.501218	3.200000	4.163679	3.931072	-8.502609	-7.357498
4.893227	3.600000	4.563679	4.329895	-6.867020	-5.182749
5.286433	4.000000	4.963679	4.728916	-5.487407	-3.525817
5.779252	4.500000	5.463679	5.227903	-4.196017	-2.131979
6.273207	5.000000	5.963679	5.727067	-3.279862	-1.277535
7.263600	6.000000	6.963679	6.725767	-2.185576	-0.453749
8.256309	7.000000	7.963679	7.724804	-1.569680	-0.152887
9.250589	8.000000	8.963679	8.724061	-1.211542	-0.039907
11.242194	10.000000	10.963679	10.722991	-0.741897	0.017885
13.236330	12.000000	12.963679	12.722258	-0.522489	0.021617
15.232004	14.000000	14.963679	14.721723	-0.380944	0.017266
18.227293	17.000000	17.963679	17.721148	-0.259558	0.010937
21.223913	20.000000	20.963679	20.720739	-0.186155	0.006895
24.721006	23.500000	24.463679	24.220390	-0.133342	0.004175
28.218820	27.000000	27.963679	27.720129	-0.099637	0.002644
3.019810	1.840310	2.073065	2.270190	96.357810	96.920993
3.118647	1.937207	2.170615	2.369980	73.409772	72.321879
3.217555	2.034404	2.268378	2.469786	55.570822	54.577893
3.316529	2.131861	2.366328	2.569608	41.848531	41.548888
3.415563	2.229542	2.464443	2.669443	31.365839	31.847394
3.514652	2.327421	2.562703	2.769290	23.445650	24.545493
3.613791	2.425473	2.661094	2.869148	17.495188	19.004883
3.712976	2.523678	2.759599	2.969015	13.061427	14.775477
3.812204	2.622018	2.858209	3.068891	9.757683	11.533095
3.911471	2.720480	2.956912	3.168774	7.340881	9.040069
4.010774	2.819049	3.055699	3.268665	5.572442	7.119613
4.110111	2.917717	3.154563	3.368562	4.272635	5.638687
4.209480	3.016471	3.253496	3.468465	3.334885	4.496252
4.408303	3.214212	3.451547	3.668288	2.208100	2.935596
4.607227	3.412216	3.649811	3.868128	1.673873	2.008985
4.706724	3.511303	3.749012	3.968055	1.537217	1.698775
4.806241	3.610440	3.848254	4.067985	1.455961	1.460092
4.905778	3.709624	3.947535	4.167918	1.408632	1.276358
5.005334	3.808850	4.046850	4.267854	1.387771	1.134712
5.104907	3.908116	4.146199	4.367794	1.386291	1.025192
5.602999	4.404943	4.643363	4.867528	1.415507	0.743772
6.101404	4.902415	5.141077	5.367311	1.416777	0.630368
6.600050	5.400354	5.639195	5.867132	1.364987	0.550276
7.098886	5.898641	6.137619	6.366980	1.283516	0.476740
8.096990	6.895960	7.135129	7.366739	1.047422	0.346548
9.095510	7.893958	8.133251	8.366556	0.889000	0.247458
10.094323	8.892405	9.131783	9.366411	0.715985	0.177384
11.093350	9.891166	10.130606	10.366295	0.628185	0.128854
12.092538	10.890155	11.129639	11.366199	0.530884	0.095152
13.091850	11.889313	12.128832	12.366119	0.418136	0.071457
14.091259	12.888602	13.128148	13.366050	0.393435	0.054535
15.090747	13.887994	14.127561	14.365991	0.345930	0.042250
17.089902	15.887006	16.126604	16.365895	0.269592	0.026401
19.089235	17.886240	18.125859	18.365820	0.218256	0.017278
21.088694	19.885627	20.125262	20.365759	0.180524	0.011753
24.088050	22.884909	23.124560	23.365688	0.140279	0.006998
27.087550	25.884358	26.124019	26.365633	0.112483	0.004416
5.147264	5.147264	4.500000	4.900324	5.141171	3.151562
5.246185	5.246185	4.600000	5.000324	4.969657	2.905575
5.345146	5.345146	4.700000	5.100324	4.810492	2.685284
5.444144	5.444144	4.800000	5.200324	4.650359	2.487283
5.543179	5.543179	4.900000	5.300324	4.506709	2.308699
5.642248	5.642248	5.000000	5.400324	4.364317	2.147105
5.741349	5.741349	5.100000	5.500324	4.230952	2.000437
5.840480	5.840480	5.200000	5.600324	4.101348	1.866932
5.939641	5.939641	5.300000	5.700324	3.981006	1.745083
6.038830	6.038830	5.400000	5.800324	3.870843	1.633593
6.138044	6.138044	5.500000	5.900324	3.756382	1.531340
6.634472	6.634472	6.000000	6.400324	3.244972	1.128644
7.131398	7.131398	6.500000	6.900324	2.817465	0.852775
7.628727	7.628727	7.000000	7.400324	2.453545	0.657247
8.126383	8.126383	7.500000	7.900324	2.165393	0.515000
8.624310	8.624310	8.000000	8.400324	1.928993	0.409321
9.620810	9.620810	9.000000	9.400324	1.523966	0.268071
10.617968	10.617968	10.000000	10.400324	1.255433	0.182753
11.615614	11.615614	11.000000	11.400324	1.067509	0.128775
12.613634	12.613634	12.000000	12.400324	0.861997	0.093294
13.611944	13.611944	13.000000	13.400324	0.746491	0.069208
15.109828	15.109828	14.500000	14.900324	0.606065	0.045908
16.608094	16.608094	16.000000	16.400324	0.499945	0.031622
